Simulation time (in s),avgServedBlocksUl-SingleCell_withSecondaryGnb-masterEnb #comment:- Number of resource block (values in blocks) by enb in uplink with total reosurce blocks=50.,Simulation time (in s),avgServedBlocksUl-SingleCell_withSecondaryGnb-secondaryGnb #comment:- Number of resource block (values in blocks) by gnb in uplink with total reosurce blocks=50.
97.69,2,97.69,0
97.691,3,97.691,0
97.692,0,97.692,2
97.693,0,97.693,0
97.694,2,97.694,2
97.695,1,97.695,0
97.696,0,97.696,0
97.697,0,97.697,0
97.698,0,97.698,0
97.699,1,97.699,0
97.7,0,97.7,1
97.701,0,97.701,0
97.702,0,97.702,1
97.703,1,97.703,1
97.704,0,97.704,0
97.705,1,97.705,0
97.706,2,97.706,2
97.707,0,97.707,1
97.708,2,97.708,1
97.709,1,97.709,1
97.71,2,97.71,0
97.711,1,97.711,0
97.712,0,97.712,2
97.713,0,97.713,0
97.714,1,97.714,2
97.715,0,97.715,0
97.716,0,97.716,0
97.717,0,97.717,0
97.718,0,97.718,0
97.719,0,97.719,0
97.72,0,97.72,1
97.721,0,97.721,0
97.722,0,97.722,1
97.723,1,97.723,1
97.724,0,97.724,0
97.725,1,97.725,0
97.726,2,97.726,2
97.727,0,97.727,1
97.728,2,97.728,1
97.729,1,97.729,1
97.73,2,97.73,0
97.731,1,97.731,0
97.732,0,97.732,2
97.733,0,97.733,0
97.734,1,97.734,2
97.735,0,97.735,0
97.736,0,97.736,0
97.737,0,97.737,0
97.738,0,97.738,0
97.739,0,97.739,0
97.74,0,97.74,1
97.741,0,97.741,0
97.742,0,97.742,1
97.743,1,97.743,1
97.744,0,97.744,0
97.745,1,97.745,0
97.746,2,97.746,2
97.747,0,97.747,1
97.748,2,97.748,1
97.749,1,97.749,1
97.75,2,97.75,0
97.751,3,97.751,0
97.752,0,97.752,2
97.753,0,97.753,0
97.754,1,97.754,2
97.755,0,97.755,0
97.756,0,97.756,0
97.757,0,97.757,0
97.758,0,97.758,0
97.759,0,97.759,0
97.76,0,97.76,0
97.761,0,97.761,0
97.762,0,97.762,1
97.763,1,97.763,1
97.764,0,97.764,0
97.765,1,97.765,0
97.766,2,97.766,2
97.767,0,97.767,1
97.768,1,97.768,1
97.769,1,97.769,2
97.77,2,97.77,0
97.771,2,97.771,0
97.772,0,97.772,3
97.773,0,97.773,0
97.774,0,97.774,3
97.775,0,97.775,1
97.776,0,97.776,0
97.777,0,97.777,0
97.778,0,97.778,0
97.779,0,97.779,0
97.78,0,97.78,0
97.781,0,97.781,0
97.782,0,97.782,1
97.783,1,97.783,1
97.784,0,97.784,0
97.785,1,97.785,0
97.786,2,97.786,2
97.787,0,97.787,1
97.788,1,97.788,1
97.789,1,97.789,2
97.79,2,97.79,0
97.791,2,97.791,0
97.792,0,97.792,3
97.793,0,97.793,0
97.794,1,97.794,3
97.795,0,97.795,1
97.796,0,97.796,0
97.797,0,97.797,0
97.798,0,97.798,0
97.799,0,97.799,0
97.8,0,97.8,1
97.801,0,97.801,0
97.802,0,97.802,1
97.803,1,97.803,1
97.804,0,97.804,0
97.805,1,97.805,0
97.806,2,97.806,2
97.807,0,97.807,1
97.808,2,97.808,1
97.809,1,97.809,1
97.81,2,97.81,0
97.811,2,97.811,0
97.812,0,97.812,2
97.813,1,97.813,0
97.814,1,97.814,3
97.815,0,97.815,0
97.816,0,97.816,0
97.817,0,97.817,0
97.818,0,97.818,0
97.819,0,97.819,0
97.82,0,97.82,1
97.821,0,97.821,0
97.822,0,97.822,1
97.823,1,97.823,1
97.824,0,97.824,0
97.825,1,97.825,0
97.826,2,97.826,2
97.827,0,97.827,1
97.828,2,97.828,1
97.829,1,97.829,1
97.83,2,97.83,0
97.831,2,97.831,0
97.832,0,97.832,2
97.833,1,97.833,0
97.834,1,97.834,2
97.835,0,97.835,0
97.836,0,97.836,0
97.837,0,97.837,0
97.838,0,97.838,0
97.839,1,97.839,0
97.84,0,97.84,1
97.841,0,97.841,0
97.842,0,97.842,1
97.843,1,97.843,1
97.844,0,97.844,0
97.845,4,97.845,0
97.846,2,97.846,2
97.847,0,97.847,1
97.848,1,97.848,1
97.849,1,97.849,1
97.85,3,97.85,0
97.851,2,97.851,0
97.852,0,97.852,2
97.853,0,97.853,0
97.854,0,97.854,2
97.855,1,97.855,0
97.856,2,97.856,0
97.857,0,97.857,0
97.858,0,97.858,0
97.859,0,97.859,0
97.86,0,97.86,0
97.861,0,97.861,0
97.862,0,97.862,1
97.863,1,97.863,1
97.864,0,97.864,0
97.865,1,97.865,0
97.866,2,97.866,2
97.867,0,97.867,1
97.868,2,97.868,1
97.869,1,97.869,1
97.87,2,97.87,0
97.871,2,97.871,0
97.872,0,97.872,3
97.873,0,97.873,0
97.874,1,97.874,3
97.875,0,97.875,1
97.876,0,97.876,0
97.877,0,97.877,0
97.878,0,97.878,0
97.879,0,97.879,0
97.88,0,97.88,1
97.881,0,97.881,0
97.882,0,97.882,1
97.883,1,97.883,1
97.884,0,97.884,0
97.885,1,97.885,0
97.886,2,97.886,2
97.887,0,97.887,1
97.888,2,97.888,1
97.889,1,97.889,1
97.89,2,97.89,0
97.891,1,97.891,0
97.892,0,97.892,2
97.893,0,97.893,0
97.894,1,97.894,2
97.895,0,97.895,0
97.896,0,97.896,0
97.897,0,97.897,0
97.898,0,97.898,0
97.899,0,97.899,0
97.9,0,97.9,0
97.901,0,97.901,0
97.902,0,97.902,1
97.903,1,97.903,1
97.904,0,97.904,0
97.905,1,97.905,0
97.906,2,97.906,2
97.907,0,97.907,1
97.908,1,97.908,1
97.909,1,97.909,2
97.91,2,97.91,0
97.911,2,97.911,0
97.912,0,97.912,3
97.913,1,97.913,0
97.914,1,97.914,3
97.915,0,97.915,1
97.916,0,97.916,0
97.917,0,97.917,0
97.918,0,97.918,0
97.919,1,97.919,0
97.92,0,97.92,1
97.921,0,97.921,0
97.922,0,97.922,1
97.923,1,97.923,1
97.924,0,97.924,0
97.925,1,97.925,0
97.926,2,97.926,2
97.927,0,97.927,1
97.928,1,97.928,1
97.929,1,97.929,1
97.93,2,97.93,0
97.931,2,97.931,0
97.932,0,97.932,2
97.933,0,97.933,0
97.934,1,97.934,2
97.935,0,97.935,0
97.936,0,97.936,0
97.937,0,97.937,0
97.938,0,97.938,0
97.939,0,97.939,0
97.94,0,97.94,1
97.941,0,97.941,0
97.942,0,97.942,1
97.943,1,97.943,1
97.944,0,97.944,0
97.945,1,97.945,0
97.946,2,97.946,2
97.947,0,97.947,1
97.948,2,97.948,1
97.949,1,97.949,1
97.95,2,97.95,0
97.951,2,97.951,0
97.952,0,97.952,2
97.953,0,97.953,0
97.954,0,97.954,2
97.955,0,97.955,0
97.956,0,97.956,0
97.957,0,97.957,0
97.958,0,97.958,0
97.959,0,97.959,0
97.96,0,97.96,0
97.961,0,97.961,0
97.962,0,97.962,1
97.963,1,97.963,1
97.964,0,97.964,0
97.965,1,97.965,0
97.966,2,97.966,2
97.967,0,97.967,1
97.968,1,97.968,1
97.969,1,97.969,2
97.97,2,97.97,0
97.971,1,97.971,0
97.972,0,97.972,3
97.973,0,97.973,0
97.974,0,97.974,3
97.975,0,97.975,1
97.976,0,97.976,0
97.977,0,97.977,0
97.978,0,97.978,0
97.979,1,97.979,0
97.98,0,97.98,0
97.981,0,97.981,0
97.982,0,97.982,1
97.983,1,97.983,1
97.984,0,97.984,0
97.985,4,97.985,0
97.986,2,97.986,2
97.987,0,97.987,1
97.988,1,97.988,1
97.989,1,97.989,2
97.99,3,97.99,0
97.991,1,97.991,0
97.992,0,97.992,3
97.993,0,97.993,0
97.994,0,97.994,3
97.995,1,97.995,1
97.996,2,97.996,0
97.997,0,97.997,0
97.998,0,97.998,0
97.999,0,97.999,0
98,0,98,0
98.001,0,98.001,0
98.002,0,98.002,1
98.003,1,98.003,1
98.004,0,98.004,0
98.005,1,98.005,0
98.006,2,98.006,2
98.007,0,98.007,1
98.008,3,98.008,1
98.009,1,98.009,2
98.01,2,98.01,0
98.011,3,98.011,0
98.012,0,98.012,3
98.013,1,98.013,0
98.014,2,98.014,3
98.015,0,98.015,1
98.016,0,98.016,0
98.017,0,98.017,0
98.018,0,98.018,0
98.019,1,98.019,0
98.02,0,98.02,2
98.021,0,98.021,0
98.022,0,98.022,1
98.023,1,98.023,1
98.024,0,98.024,0
98.025,1,98.025,0
98.026,2,98.026,2
98.027,0,98.027,1
98.028,3,98.028,1
98.029,1,98.029,2
98.03,2,98.03,0
98.031,3,98.031,0
98.032,0,98.032,1
98.033,0,98.033,0
98.034,2,98.034,2
98.035,0,98.035,0
98.036,2,98.036,0
98.037,0,98.037,0
98.038,0,98.038,0
98.039,0,98.039,0
98.04,0,98.04,1
98.041,0,98.041,0
98.042,0,98.042,1
98.043,1,98.043,1
98.044,0,98.044,0
98.045,1,98.045,0
98.046,2,98.046,2
98.047,0,98.047,1
98.048,1,98.048,1
98.049,1,98.049,1
98.05,2,98.05,0
98.051,2,98.051,0
98.052,0,98.052,2
98.053,0,98.053,0
98.054,0,98.054,2
98.055,0,98.055,0
98.056,0,98.056,0
98.057,0,98.057,0
98.058,0,98.058,0
98.059,0,98.059,0
98.06,0,98.06,0
98.061,0,98.061,0
98.062,0,98.062,1
98.063,1,98.063,1
98.064,0,98.064,0
98.065,1,98.065,0
98.066,2,98.066,2
98.067,0,98.067,1
98.068,1,98.068,1
98.069,1,98.069,2
98.07,2,98.07,0
98.071,1,98.071,0
98.072,0,98.072,3
98.073,0,98.073,0
98.074,1,98.074,3
98.075,0,98.075,1
98.076,0,98.076,0
98.077,0,98.077,0
98.078,0,98.078,0
98.079,0,98.079,0
98.08,0,98.08,0
98.081,0,98.081,0
98.082,0,98.082,1
98.083,1,98.083,1
98.084,0,98.084,0
98.085,1,98.085,0
98.086,2,98.086,2
98.087,0,98.087,1
98.088,1,98.088,1
98.089,1,98.089,2
98.09,2,98.09,0
98.091,1,98.091,0
98.092,0,98.092,3
98.093,0,98.093,0
98.094,0,98.094,3
98.095,1,98.095,1
98.096,0,98.096,0
98.097,0,98.097,0
98.098,0,98.098,0
98.099,0,98.099,0
98.1,0,98.1,0
98.101,0,98.101,0
98.102,0,98.102,1
98.103,1,98.103,1
98.104,0,98.104,0
98.105,1,98.105,0
98.106,2,98.106,2
98.107,0,98.107,1
98.108,2,98.108,1
98.109,1,98.109,2
98.11,2,98.11,0
98.111,3,98.111,0
98.112,0,98.112,3
98.113,1,98.113,0
98.114,1,98.114,3
98.115,0,98.115,1
98.116,0,98.116,0
98.117,0,98.117,0
98.118,0,98.118,0
98.119,2,98.119,0
98.12,0,98.12,1
98.121,0,98.121,0
98.122,0,98.122,1
98.123,1,98.123,1
98.124,0,98.124,0
98.125,4,98.125,0
98.126,2,98.126,2
98.127,0,98.127,1
98.128,2,98.128,1
98.129,1,98.129,1
98.13,3,98.13,0
98.131,3,98.131,0
98.132,0,98.132,2
98.133,1,98.133,0
98.134,1,98.134,2
98.135,1,98.135,0
98.136,2,98.136,0
98.137,0,98.137,0
98.138,0,98.138,0
98.139,1,98.139,0
98.14,0,98.14,1
98.141,0,98.141,0
98.142,0,98.142,1
98.143,1,98.143,1
98.144,0,98.144,0
98.145,1,98.145,0
98.146,2,98.146,2
98.147,0,98.147,1
98.148,2,98.148,1
98.149,1,98.149,2
98.15,2,98.15,0
98.151,1,98.151,0
98.152,0,98.152,2
98.153,0,98.153,0
98.154,1,98.154,2
98.155,0,98.155,1
98.156,0,98.156,0
98.157,0,98.157,0
98.158,0,98.158,0
98.159,0,98.159,0
98.16,0,98.16,0
98.161,0,98.161,0
98.162,0,98.162,1
98.163,1,98.163,1
98.164,0,98.164,0
98.165,1,98.165,0
98.166,2,98.166,2
98.167,0,98.167,1
98.168,2,98.168,1
98.169,1,98.169,2
98.17,2,98.17,0
98.171,1,98.171,0
98.172,0,98.172,2
98.173,0,98.173,0
98.174,1,98.174,3
98.175,0,98.175,1
98.176,1,98.176,0
98.177,0,98.177,0
98.178,0,98.178,0
98.179,0,98.179,0
98.18,0,98.18,0
98.181,0,98.181,0
98.182,0,98.182,1
98.183,1,98.183,1
98.184,0,98.184,0
98.185,1,98.185,0
98.186,2,98.186,2
98.187,0,98.187,1
98.188,2,98.188,1
98.189,1,98.189,2
98.19,2,98.19,0
98.191,2,98.191,0
98.192,0,98.192,3
98.193,0,98.193,0
98.194,1,98.194,3
98.195,1,98.195,1
98.196,0,98.196,0
98.197,0,98.197,0
98.198,0,98.198,0
98.199,0,98.199,0
98.2,1,98.2,1
98.201,2,98.201,0
98.202,0,98.202,1
98.203,1,98.203,1
98.204,0,98.204,0
98.205,1,98.205,0
98.206,3,98.206,2
98.207,2,98.207,1
98.208,2,98.208,1
98.209,1,98.209,1
98.21,1,98.21,0
98.211,2,98.211,0
98.212,0,98.212,2
98.213,1,98.213,0
98.214,2,98.214,2
98.215,0,98.215,0
98.216,0,98.216,0
98.217,0,98.217,0
98.218,0,98.218,0
98.219,0,98.219,0
98.22,2,98.22,1
98.221,0,98.221,0
98.222,0,98.222,1
98.223,1,98.223,1
98.224,0,98.224,0
98.225,1,98.225,0
98.226,2,98.226,2
98.227,0,98.227,1
98.228,2,98.228,1
98.229,1,98.229,1
98.23,2,98.23,0
98.231,2,98.231,0
98.232,0,98.232,1
98.233,0,98.233,0
98.234,1,98.234,2
98.235,0,98.235,0
98.236,1,98.236,0
98.237,0,98.237,0
98.238,0,98.238,0
98.239,0,98.239,0
98.24,0,98.24,0
98.241,0,98.241,0
98.242,0,98.242,1
98.243,1,98.243,1
98.244,0,98.244,0
98.245,1,98.245,0
98.246,2,98.246,2
98.247,0,98.247,1
98.248,2,98.248,1
98.249,1,98.249,2
98.25,2,98.25,0
98.251,1,98.251,0
98.252,0,98.252,3
98.253,0,98.253,0
98.254,1,98.254,3
98.255,0,98.255,1
98.256,2,98.256,0
98.257,0,98.257,0
98.258,0,98.258,0
98.259,0,98.259,0
98.26,0,98.26,0
98.261,0,98.261,0
98.262,0,98.262,1
98.263,1,98.263,1
98.264,0,98.264,0
98.265,1,98.265,0
98.266,2,98.266,2
98.267,0,98.267,1
98.268,2,98.268,1
98.269,1,98.269,2
98.27,2,98.27,0
98.271,1,98.271,0
98.272,0,98.272,3
98.273,0,98.273,0
98.274,1,98.274,3
98.275,0,98.275,1
98.276,2,98.276,0
98.277,0,98.277,0
98.278,0,98.278,0
98.279,0,98.279,0
98.28,0,98.28,1
98.281,0,98.281,0
98.282,0,98.282,1
98.283,1,98.283,1
98.284,0,98.284,0
98.285,1,98.285,0
98.286,2,98.286,2
98.287,0,98.287,1
98.288,3,98.288,1
98.289,1,98.289,1
98.29,2,98.29,0
98.291,3,98.291,0
98.292,0,98.292,2
98.293,0,98.293,0
98.294,2,98.294,2
98.295,0,98.295,0
98.296,2,98.296,0
98.297,0,98.297,0
98.298,0,98.298,0
98.299,1,98.299,0
98.3,0,98.3,1
98.301,0,98.301,0
98.302,0,98.302,1
98.303,1,98.303,1
98.304,0,98.304,0
98.305,1,98.305,0
98.306,2,98.306,2
98.307,0,98.307,1
98.308,2,98.308,1
98.309,1,98.309,1
98.31,2,98.31,0
98.311,3,98.311,0
98.312,0,98.312,2
98.313,1,98.313,0
98.314,1,98.314,2
98.315,0,98.315,0
98.316,2,98.316,0
98.317,0,98.317,0
98.318,0,98.318,0
98.319,1,98.319,0
98.32,0,98.32,1
98.321,0,98.321,0
98.322,0,98.322,1
98.323,1,98.323,1
98.324,0,98.324,0
98.325,1,98.325,0
98.326,2,98.326,2
98.327,0,98.327,1
98.328,1,98.328,1
98.329,1,98.329,2
98.33,2,98.33,0
98.331,2,98.331,0
98.332,0,98.332,2
98.333,0,98.333,0
98.334,1,98.334,2
98.335,0,98.335,1
98.336,2,98.336,0
98.337,0,98.337,0
98.338,0,98.338,0
98.339,0,98.339,0
98.34,0,98.34,1
98.341,0,98.341,0
98.342,0,98.342,1
98.343,1,98.343,1
98.344,0,98.344,0
98.345,1,98.345,0
98.346,2,98.346,2
98.347,0,98.347,1
98.348,1,98.348,1
98.349,1,98.349,1
98.35,2,98.35,0
98.351,1,98.351,0
98.352,0,98.352,2
98.353,0,98.353,0
98.354,0,98.354,2
98.355,0,98.355,0
98.356,2,98.356,0
98.357,0,98.357,0
98.358,0,98.358,0
98.359,0,98.359,0
98.36,0,98.36,0
98.361,0,98.361,0
98.362,0,98.362,1
98.363,1,98.363,1
98.364,0,98.364,0
98.365,1,98.365,0
98.366,2,98.366,2
98.367,0,98.367,1
98.368,1,98.368,1
98.369,1,98.369,2
98.37,1,98.37,0
98.371,2,98.371,0
98.372,0,98.372,3
98.373,0,98.373,0
98.374,1,98.374,3
98.375,0,98.375,1
98.376,1,98.376,0
98.377,0,98.377,0
98.378,0,98.378,0
98.379,1,98.379,0
98.38,0,98.38,1
98.381,0,98.381,0
98.382,0,98.382,1
98.383,1,98.383,1
98.384,0,98.384,0
98.385,4,98.385,0
98.386,2,98.386,2
98.387,0,98.387,1
98.388,1,98.388,1
98.389,1,98.389,1
98.39,2,98.39,0
98.391,2,98.391,0
98.392,0,98.392,2
98.393,0,98.393,0
98.394,0,98.394,2
98.395,1,98.395,0
98.396,4,98.396,0
98.397,0,98.397,0
98.398,0,98.398,0
98.399,0,98.399,0
98.4,0,98.4,0
98.401,0,98.401,0
98.402,2,98.402,1
98.403,1,98.403,1
98.404,0,98.404,0
98.405,1,98.405,0
98.406,2,98.406,2
98.407,0,98.407,1
98.408,3,98.408,1
98.409,1,98.409,2
98.41,2,98.41,0
98.411,2,98.411,0
98.412,0,98.412,3
98.413,1,98.413,0
98.414,1,98.414,3
98.415,0,98.415,1
98.416,2,98.416,0
98.417,0,98.417,0
98.418,0,98.418,0
98.419,0,98.419,0
98.42,0,98.42,1
98.421,0,98.421,0
98.422,0,98.422,1
98.423,1,98.423,1
98.424,0,98.424,0
98.425,1,98.425,0
98.426,2,98.426,2
98.427,0,98.427,1
98.428,2,98.428,1
98.429,1,98.429,2
98.43,2,98.43,0
98.431,1,98.431,0
98.432,0,98.432,2
98.433,0,98.433,0
98.434,0,98.434,3
98.435,0,98.435,1
98.436,2,98.436,0
98.437,0,98.437,0
98.438,0,98.438,0
98.439,0,98.439,0
98.44,0,98.44,0
98.441,0,98.441,0
98.442,0,98.442,1
98.443,1,98.443,1
98.444,0,98.444,0
98.445,1,98.445,0
98.446,2,98.446,2
98.447,0,98.447,1
98.448,1,98.448,1
98.449,1,98.449,2
98.45,2,98.45,0
98.451,2,98.451,0
98.452,0,98.452,3
98.453,0,98.453,0
98.454,1,98.454,3
98.455,0,98.455,1
98.456,2,98.456,0
98.457,0,98.457,0
98.458,0,98.458,0
98.459,1,98.459,0
98.46,0,98.46,1
98.461,0,98.461,0
98.462,0,98.462,1
98.463,1,98.463,1
98.464,0,98.464,0
98.465,1,98.465,0
98.466,2,98.466,2
98.467,0,98.467,1
98.468,2,98.468,1
98.469,1,98.469,2
98.47,2,98.47,0
98.471,2,98.471,0
98.472,0,98.472,2
98.473,2,98.473,0
98.474,1,98.474,2
98.475,0,98.475,1
98.476,2,98.476,0
98.477,0,98.477,0
98.478,0,98.478,0
98.479,2,98.479,0
98.48,0,98.48,1
98.481,0,98.481,0
98.482,0,98.482,1
98.483,1,98.483,1
98.484,0,98.484,0
98.485,1,98.485,0
98.486,2,98.486,2
98.487,0,98.487,1
98.488,2,98.488,1
98.489,1,98.489,1
98.49,2,98.49,0
98.491,2,98.491,0
98.492,0,98.492,3
98.493,1,98.493,0
98.494,0,98.494,2
98.495,0,98.495,0
98.496,2,98.496,0
98.497,0,98.497,0
98.498,0,98.498,0
98.499,0,98.499,0
98.5,0,98.5,0
98.501,0,98.501,0
98.502,0,98.502,1
98.503,1,98.503,1
98.504,0,98.504,0
98.505,1,98.505,0
98.506,2,98.506,2
98.507,0,98.507,1
98.508,1,98.508,1
98.509,1,98.509,2
98.51,1,98.51,0
98.511,1,98.511,0
98.512,0,98.512,3
98.513,0,98.513,0
98.514,0,98.514,3
98.515,0,98.515,1
98.516,1,98.516,0
98.517,0,98.517,0
98.518,0,98.518,0
98.519,1,98.519,0
98.52,0,98.52,0
98.521,0,98.521,0
98.522,0,98.522,1
98.523,1,98.523,1
98.524,0,98.524,0
98.525,4,98.525,0
98.526,2,98.526,2
98.527,0,98.527,1
98.528,1,98.528,1
98.529,1,98.529,2
98.53,2,98.53,0
98.531,2,98.531,0
98.532,0,98.532,3
98.533,0,98.533,0
98.534,0,98.534,3
98.535,1,98.535,1
98.536,2,98.536,0
98.537,0,98.537,0
98.538,0,98.538,0
98.539,0,98.539,0
98.54,0,98.54,0
98.541,0,98.541,0
98.542,2,98.542,1
98.543,1,98.543,1
98.544,0,98.544,0
98.545,1,98.545,0
98.546,2,98.546,2
98.547,0,98.547,1
98.548,2,98.548,1
98.549,1,98.549,2
98.55,2,98.55,0
98.551,3,98.551,0
98.552,0,98.552,3
98.553,2,98.553,0
98.554,2,98.554,3
98.555,0,98.555,1
98.556,2,98.556,0
98.557,0,98.557,0
98.558,0,98.558,0
98.559,2,98.559,0
98.56,0,98.56,1
98.561,0,98.561,0
98.562,0,98.562,1
98.563,1,98.563,1
98.564,0,98.564,0
98.565,1,98.565,0
98.566,2,98.566,2
98.567,0,98.567,1
98.568,3,98.568,1
98.569,1,98.569,2
98.57,2,98.57,0
98.571,2,98.571,0
98.572,0,98.572,2
98.573,1,98.573,0
98.574,2,98.574,2
98.575,0,98.575,1
98.576,2,98.576,0
98.577,0,98.577,0
98.578,0,98.578,0
98.579,0,98.579,0
98.58,0,98.58,1
98.581,0,98.581,0
98.582,0,98.582,1
98.583,1,98.583,1
98.584,0,98.584,0
98.585,1,98.585,0
98.586,2,98.586,2
98.587,0,98.587,1
98.588,2,98.588,1
98.589,1,98.589,1
98.59,2,98.59,0
98.591,1,98.591,0
98.592,0,98.592,2
98.593,0,98.593,0
98.594,0,98.594,2
98.595,0,98.595,0
98.596,2,98.596,0
98.597,0,98.597,0
98.598,0,98.598,0
98.599,0,98.599,0
98.6,0,98.6,0
98.601,0,98.601,0
98.602,0,98.602,1
98.603,1,98.603,1
98.604,0,98.604,0
98.605,1,98.605,0
98.606,2,98.606,2
98.607,0,98.607,1
98.608,1,98.608,1
98.609,1,98.609,2
98.61,2,98.61,0
98.611,2,98.611,0
98.612,0,98.612,3
98.613,0,98.613,0
98.614,1,98.614,3
98.615,0,98.615,1
98.616,2,98.616,0
98.617,0,98.617,0
98.618,0,98.618,0
98.619,0,98.619,0
98.62,0,98.62,1
98.621,0,98.621,0
98.622,0,98.622,1
98.623,1,98.623,1
98.624,0,98.624,0
98.625,1,98.625,0
98.626,2,98.626,2
98.627,0,98.627,1
98.628,1,98.628,1
98.629,1,98.629,2
98.63,2,98.63,0
98.631,2,98.631,0
98.632,0,98.632,2
98.633,0,98.633,0
98.634,0,98.634,3
98.635,0,98.635,1
98.636,2,98.636,0
98.637,0,98.637,0
98.638,0,98.638,0
98.639,0,98.639,0
98.64,0,98.64,0
98.641,0,98.641,0
98.642,0,98.642,1
98.643,1,98.643,1
98.644,0,98.644,0
98.645,1,98.645,0
98.646,2,98.646,2
98.647,0,98.647,1
98.648,2,98.648,1
98.649,1,98.649,2
98.65,2,98.65,0
98.651,2,98.651,0
98.652,0,98.652,3
98.653,1,98.653,0
98.654,1,98.654,3
98.655,0,98.655,1
98.656,1,98.656,0
98.657,0,98.657,0
98.658,0,98.658,0
98.659,2,98.659,0
98.66,0,98.66,1
98.661,0,98.661,0
98.662,0,98.662,1
98.663,1,98.663,1
98.664,0,98.664,0
98.665,4,98.665,0
98.666,2,98.666,2
98.667,0,98.667,1
98.668,2,98.668,1
98.669,1,98.669,1
98.67,2,98.67,0
98.671,1,98.671,0
98.672,0,98.672,2
98.673,0,98.673,0
98.674,1,98.674,2
98.675,1,98.675,0
98.676,3,98.676,0
98.677,0,98.677,0
98.678,0,98.678,0
98.679,1,98.679,0
98.68,0,98.68,1
98.681,0,98.681,0
98.682,0,98.682,1
98.683,1,98.683,1
98.684,0,98.684,0
98.685,1,98.685,0
98.686,2,98.686,2
98.687,0,98.687,1
98.688,2,98.688,1
98.689,1,98.689,1
98.69,1,98.69,0
98.691,2,98.691,0
98.692,0,98.692,2
98.693,0,98.693,0
98.694,2,98.694,2
98.695,1,98.695,0
98.696,1,98.696,0
98.697,0,98.697,0
98.698,0,98.698,0
98.699,1,98.699,0
98.7,0,98.7,1
98.701,2,98.701,0
98.702,0,98.702,1
98.703,1,98.703,1
98.704,0,98.704,0
98.705,1,98.705,0
98.706,2,98.706,2
98.707,0,98.707,1
98.708,2,98.708,1
98.709,1,98.709,1
98.71,2,98.71,0
98.711,2,98.711,0
98.712,0,98.712,2
98.713,0,98.713,0
98.714,1,98.714,2
98.715,0,98.715,0
98.716,2,98.716,0
98.717,0,98.717,0
98.718,0,98.718,0
98.719,0,98.719,0
98.72,0,98.72,0
98.721,0,98.721,0
98.722,0,98.722,1
98.723,1,98.723,1
98.724,0,98.724,0
98.725,1,98.725,0
98.726,2,98.726,2
98.727,0,98.727,1
98.728,1,98.728,1
98.729,1,98.729,2
98.73,2,98.73,0
98.731,1,98.731,0
98.732,0,98.732,3
98.733,0,98.733,0
98.734,0,98.734,3
98.735,1,98.735,1
98.736,2,98.736,0
98.737,0,98.737,0
98.738,0,98.738,0
98.739,0,98.739,0
98.74,0,98.74,0
98.741,1,98.741,0
98.742,0,98.742,1
98.743,1,98.743,1
98.744,0,98.744,0
98.745,1,98.745,0
98.746,2,98.746,2
98.747,0,98.747,1
98.748,1,98.748,1
98.749,1,98.749,2
98.75,2,98.75,0
98.751,2,98.751,0
98.752,0,98.752,3
98.753,0,98.753,0
98.754,1,98.754,3
98.755,0,98.755,1
98.756,2,98.756,0
98.757,0,98.757,0
98.758,0,98.758,0
98.759,0,98.759,0
98.76,0,98.76,1
98.761,0,98.761,0
98.762,0,98.762,1
98.763,1,98.763,1
98.764,0,98.764,0
98.765,1,98.765,0
98.766,2,98.766,2
98.767,0,98.767,1
98.768,2,98.768,1
98.769,1,98.769,2
98.77,2,98.77,0
98.771,3,98.771,0
98.772,0,98.772,2
98.773,1,98.773,0
98.774,1,98.774,2
98.775,0,98.775,1
98.776,2,98.776,0
98.777,0,98.777,0
98.778,0,98.778,0
98.779,1,98.779,0
98.78,0,98.78,1
98.781,0,98.781,0
98.782,0,98.782,1
98.783,1,98.783,1
98.784,0,98.784,0
98.785,1,98.785,0
98.786,2,98.786,2
98.787,0,98.787,1
98.788,2,98.788,1
98.789,1,98.789,1
98.79,2,98.79,0
98.791,2,98.791,0
98.792,0,98.792,2
98.793,1,98.793,0
98.794,1,98.794,2
98.795,0,98.795,0
98.796,2,98.796,0
98.797,0,98.797,0
98.798,0,98.798,0
98.799,2,98.799,0
98.8,0,98.8,1
98.801,0,98.801,0
98.802,0,98.802,1
98.803,1,98.803,1
98.804,0,98.804,0
98.805,4,98.805,0
98.806,2,98.806,2
98.807,0,98.807,1
98.808,1,98.808,1
98.809,1,98.809,1
98.81,2,98.81,0
98.811,2,98.811,0
98.812,0,98.812,2
98.813,0,98.813,0
98.814,0,98.814,2
98.815,1,98.815,0
98.816,3,98.816,0
98.817,0,98.817,0
98.818,0,98.818,0
98.819,0,98.819,0
98.82,0,98.82,0
98.821,0,98.821,0
98.822,0,98.822,1
98.823,1,98.823,1
98.824,0,98.824,0
98.825,1,98.825,0
98.826,2,98.826,2
98.827,0,98.827,1
98.828,2,98.828,1
98.829,1,98.829,2
98.83,1,98.83,0
98.831,2,98.831,0
98.832,0,98.832,3
98.833,0,98.833,0
98.834,1,98.834,2
98.835,0,98.835,1
98.836,1,98.836,0
98.837,0,98.837,0
98.838,0,98.838,0
98.839,0,98.839,0
98.84,0,98.84,0
98.841,0,98.841,0
98.842,2,98.842,1
